ID,PICKUP_TIME,PICKUP_ADDRESS,PICKUP_LONG,PICKUP_LAT
230313,2012-05-11 00:04:00,30 School St Boston Ma 02108,-71.059168,42.357565
230314,2012-05-11 00:04:00,148 Charles St Boston Ma,-71.0709,42.360402
230315,2012-05-11 00:04:00,Commonwealth Ave Boston Ma,-71.11865300000001,42.351420000000005
230323,2012-05-11 00:04:00,Unnamed Road Boston Ma,-71.01848199999999,42.369234999999996
230324,2012-05-11 00:05:00,Unnamed Road Boston Ma,-71.01684,42.365928000000004
230325,2012-05-11 00:05:00,1240 Boylston St Boston Ma 02215,-71.0952,42.345358000000004
230341,2012-05-11 00:05:00,474 Brookline Ave Boston Ma 02215,-71.10910200000001,42.337205
230342,2012-05-11 00:05:00,120 Stuart St Boston Ma 02116,-71.065627,42.350825
230343,2012-05-11 00:05:00,490 Park Dr Boston Ma 02215,-71.105023,42.34642
230344,2012-05-11 00:05:00,Beacon St @ Commonwealth Ave Boston Ma,-71.097305,42.348688
230345,2012-05-11 00:05:00,350 Cambridge St Boston Ma,-71.06885799999999,42.361062
230347,2012-05-11 00:06:00,Commonwealth Ave Boston Ma,-71.118133,42.351318
230348,2012-05-11 00:06:00,N150 Boston Ma,-71.093342,42.346625
230352,2012-05-11 00:07:00,950 Commonwealth Ave Boston Ma,-71.118718,42.351652
230353,2012-05-11 00:07:00,728 Atlantic Ave Boston Ma 02111,-71.056213,42.35131
230354,2012-05-11 00:07:00,470 Cambridge St Boston Ma 02134,-71.136747,42.353795
230355,2012-05-11 00:07:00,720 Atlantic Ave Boston Ma 02111,-71.05598499999999,42.351415
230356,2012-05-11 00:07:00,55 Francis St Boston Ma 02215,-71.107547,42.336096999999995
230357,2012-05-11 00:07:00,1130 Washington St Boston Ma 02118,-71.06586999999999,42.343973
230358,2012-05-11 00:07:00,116 Massachusetts Ave Boston Ma 02115,-71.08794300000001,42.347752
230360,2012-05-11 00:08:00,145 Dartmouth St Boston Ma 02116,-71.07597,42.347543
230361,2012-05-11 00:08:00,Chestnut Hill Ave Boston Ma,-71.15122,42.336232
230362,2012-05-11 00:08:00,Unnamed Road Boston Ma,-71.017482,42.362688
230373,2012-05-11 00:08:00,Unnamed Road Boston Ma,-71.017938,42.362352
230374,2012-05-11 00:08:00,150 Lincoln St Boston Ma 02111,-71.05836,42.351068
230375,2012-05-11 00:09:00,90 Kilby St Boston Ma 02109,-71.054863,42.357407
230376,2012-05-11 00:09:00,Unnamed Road Boston Ma,-71.018525,42.369203000000006
230383,2012-05-11 00:09:00,Unnamed Road Boston Ma,-71.018627,42.3694
230384,2012-05-11 00:09:00,546 Tremont St Boston Ma 02116,-71.071487,42.344215000000005
230385,2012-05-11 00:09:00,1080 Boylston St Boston Ma 02215,-71.087985,42.34713
230386,2012-05-11 00:09:00,Unnamed Road Boston Ma,-71.017218,42.366440000000004
230397,2012-05-11 00:10:00,Commonwealth Ave @ Beacon St Boston Ma,-71.09898299999999,42.349045000000004
230398,2012-05-11 00:10:00,175 Tremont St Boston Ma 02111,-71.064275,42.353195
230399,2012-05-11 00:10:00,110 State St Boston Ma 02109,-71.05504,42.35911
230400,2012-05-11 00:10:00,80 Causeway St Boston Ma 02114,-71.062552,42.364922
230401,2012-05-11 00:10:00,178 Longwood Ave Boston Ma,-71.10134000000001,42.33634
230402,2012-05-11 00:10:00,170 Canal St Boston Ma 02114,-71.060847,42.365243
230403,2012-05-11 00:10:00,1940 Dorchester Ave Boston Ma 02124,-71.064313,42.28544
230404,2012-05-11 00:10:00,720 Atlantic Ave Boston Ma 02111,-71.056107,42.351375
230405,2012-05-11 00:10:00,160 Canal St Boston Ma 02114,-71.06069000000001,42.365072
230406,2012-05-11 00:10:00,Charles St @ Cambridge St Boston Ma,-71.07053,42.361823
230407,2012-05-11 00:10:00,70 Parmenter St Boston Ma 02113,-71.055347,42.36408
230408,2012-05-11 00:11:00,Unnamed Road Boston Ma,-71.01678000000001,42.366141999999996
230409,2012-05-11 00:11:00,210 Brookline Ave Boston Ma 02215,-71.1021,42.343752
230410,2012-05-11 00:11:00,I-90 @ Unnamed Road Boston Ma,-71.081672,42.347813
230411,2012-05-11 00:11:00,Commonwealth Ave @ Beacon St Boston Ma 02215,-71.096153,42.348797999999995
230412,2012-05-11 00:11:00,890 Boylston St Boston Ma 02199,-71.08399,42.348335
230413,2012-05-11 00:11:00,800 Boylston St Boston Ma 02199,-71.082298,42.348782
230414,2012-05-11 00:11:00,150 High St Boston Ma 02110,-71.053513,42.355807
230419,2012-05-11 00:11:00,50 Waverly Pl Boston Ma,-71.056253,42.35233
230420,2012-05-11 00:11:00,165 Northern Ave Boston Ma 02210,-71.04293299999999,42.350658
230421,2012-05-11 00:11:00,250 Friend St Boston Ma 02114,-71.061133,42.364583
230422,2012-05-11 00:11:00,Charles St @ Cambridge St Boston Ma,-71.07056700000001,42.361833000000004
230423,2012-05-11 00:11:00,59 Brookline Ave Boston Ma 02215,-71.098475,42.347232
230424,2012-05-11 00:11:00,860 Boylston St Boston Ma 02199,-71.083308,42.348555
230425,2012-05-11 00:11:00,Commonwealth Ave @ Beacon St Boston Ma 02215,-71.096845,42.348752000000005
230432,2012-05-11 00:12:00,240 Friend St Boston Ma 02114,-71.061185,42.364354999999996
230433,2012-05-11 00:12:00,286 Newbury St Boston Ma 02115,-71.084358,42.349175
230435,2012-05-11 00:12:00,40 Water St Boston Ma 02109,-71.056537,42.357677
230436,2012-05-11 00:12:00,51 S Charles St Boston Ma 02116,-71.067088,42.35113
230441,2012-05-11 00:13:00,3 Beacon St Boston Ma 02116,-71.060448,42.358182
230453,2012-05-11 00:13:00,148 Brookline Ave Boston Ma 02215,-71.10087,42.345017
230454,2012-05-11 00:13:00,Unnamed Road Boston Ma,-71.017996,42.361774
230455,2012-05-11 00:13:00,80 Cambridge Street Ave Boston Ma 02114,-71.07018199999999,42.361568
230456,2012-05-11 00:13:00,Unnamed Road Boston Ma,-71.018728,42.369205
230457,2012-05-11 00:13:00,160 Canal St Boston Ma 02114,-71.06099300000001,42.365021999999996
230458,2012-05-11 00:13:00,110 Dartmouth St Boston Ma 02116,-71.075422,42.34625
230459,2012-05-11 00:13:00,570 Commonwealth Ave Boston Ma,-71.10043,42.349195
230460,2012-05-11 00:13:00,854 Beacon St Boston Ma,-71.103468,42.347055
230461,2012-05-11 00:13:00,200 High St Boston Ma 02110,-71.051968,42.356582
230462,2012-05-11 00:13:00,1280 Boylston St Boston Ma 02215,-71.096285,42.344952
230463,2012-05-11 00:14:00,70 Chambers Pl Boston Ma 02116,-71.073488,42.348312
230464,2012-05-11 00:14:00,203 Northern Ave Boston Ma 02210,-71.040992,42.349612
230481,2012-05-11 00:14:00,80 Oliver St Boston Ma 02110,-71.05308199999999,42.356055
230482,2012-05-11 00:14:00,70 Brookline Ave Boston Ma 02215,-71.098832,42.347017
230483,2012-05-11 00:14:00,Unnamed Road Boston Ma,-71.018398,42.369252
230484,2012-05-11 00:14:00,150 Tremont St Boston Ma 02111,-71.063562,42.355163
230485,2012-05-11 00:14:00,10 Oak Square Ave Boston Ma 02135,-71.164148,42.349709999999995
230486,2012-05-11 00:14:00,Unnamed Road Boston Ma,-71.041063,42.349115000000005
230498,2012-05-11 00:14:00,160 Brookline Ave Boston Ma 02215,-71.101173,42.344747999999996
230500,2012-05-11 00:15:00,High St Boston Ma,-71.052312,42.35649
230501,2012-05-11 00:15:00,Beacon St @ Commonwealth Ave Boston Ma,-71.09733299999999,42.348684999999996
230502,2012-05-11 00:15:00,40 Broadway Boston Ma 02116,-71.06715799999999,42.349955
230503,2012-05-11 00:15:00,20 Central St Boston Ma 02109,-71.055183,42.358728
230504,2012-05-11 00:15:00,140 High St Boston Ma 02110,-71.0537,42.355455
230505,2012-05-11 00:15:00,40 Chambers Pl Boston Ma 02116,-71.07307,42.348290000000006
230507,2012-05-11 00:15:00,Unnamed Road Boston Ma,-71.069937,42.361290000000004
230508,2012-05-11 00:16:00,250 Hanover St Boston Ma 02113,-71.05475799999999,42.363483
230509,2012-05-11 00:16:00,90 Merrimac St Boston Ma 02114,-71.06179300000001,42.363678
230510,2012-05-11 00:16:00,160 Canal St Boston Ma 02114,-71.060672,42.365175
230511,2012-05-11 00:16:00,850 Boylston St Boston Ma 02199,-71.08318,42.348402
230512,2012-05-11 00:16:00,Boylston St Boston Ma,-71.09319,42.34649
230513,2012-05-11 00:16:00,270 Northern Ave Boston Ma 02210,-71.03813000000001,42.348597999999996
230514,2012-05-11 00:16:00,2 Commercial St Boston Ma 02109,-71.053495,42.359313
230515,2012-05-11 00:16:00,180 Berkeley St Boston Ma 02116,-71.072622,42.349672
230516,2012-05-11 00:16:00,190 Essex St Boston Ma 02111,-71.057007,42.352138000000004
230517,2012-05-11 00:16:00,105 Causeway St Boston Ma 02114,-71.061705,42.365395
230518,2012-05-11 00:16:00,158 Berkeley St Boston Ma 02116,-71.071962,42.349362
230519,2012-05-11 00:16:00,Brighton Ave @ Gardner St Boston Ma,-71.132122,42.352932
230520,2012-05-11 00:17:00,495 Park Dr Boston Ma 02215,-71.105207,42.346845
230521,2012-05-11 00:17:00,770 Atlantic Ave Boston Ma 02111,-71.056723,42.350041999999995
230522,2012-05-11 00:17:00,250 Northern Ave Boston Ma 02210,-71.03906500000001,42.348912
230523,2012-05-11 00:17:00,820 Boylston St Boston Ma 02199,-71.08259699999999,42.348687
230524,2012-05-11 00:17:00,51 Brookline Ave Boston Ma 02215,-71.098258,42.347446999999995
230525,2012-05-11 00:17:00,768 Boylston St Boston Ma 02116,-71.081845,42.348892
230526,2012-05-11 00:18:00,Unnamed Road Boston Ma,-71.083087,42.346117
230528,2012-05-11 00:18:00,360 Washington St Boston Ma 02135,-71.153547,42.349083
230529,2012-05-11 00:18:00,Unnamed Road Boston Ma,-71.041325,42.348407
230530,2012-05-11 00:16:00,1310 Boylston St Boston Ma 02215,-71.0982,42.344372
230564,2012-05-11 00:18:00,690 E Broadway Boston Ma 02127,-71.03751700000001,42.335645
230565,2012-05-11 00:18:00,250 Northern Ave Boston Ma 02210,-71.039005,42.349032
230566,2012-05-11 00:19:00,412 Washington St Boston Ma 02135,-71.15552199999999,42.34913
230567,2012-05-11 00:19:00,120 Boylston St Boston Ma 02116,-71.06588199999999,42.352513
230571,2012-05-11 00:19:00,175 Tremont St Boston Ma 02111,-71.064378,42.353258000000004
230572,2012-05-11 00:19:00,95 Exeter St Boston Ma 02116,-71.078873,42.348065000000005
230573,2012-05-11 00:19:00,Brighton Ave @ Gardner St Boston Ma,-71.13274,42.353158
230574,2012-05-11 00:19:00,2 Commercial St Boston Ma 02109,-71.053507,42.359387
230575,2012-05-11 00:19:00,15 Gloucester St Boston Ma 02115,-71.085043,42.3508
230580,2012-05-11 00:20:00,747 Atlantic Ave Boston Ma 02111,-71.056407,42.350507
230581,2012-05-11 00:20:00,Unnamed Road Boston Ma,-71.02013199999999,42.3623
230582,2012-05-11 00:20:00,6 India St Boston Ma 02109,-71.05373,42.359185
230583,2012-05-11 00:20:00,760 Atlantic Ave Boston Ma 02111,-71.056685,42.350235
230584,2012-05-11 00:20:00,Unnamed Road Boston Ma,-71.017758,42.362432
230585,2012-05-11 00:21:00,230 Tremont St Boston Ma 02116,-71.06482,42.351352
230586,2012-05-11 00:21:00,941 Boylston St Boston Ma 02199,-71.08578299999999,42.347808
230603,2012-05-11 00:21:00,10 W Broadway Boston Ma 02127,-71.056972,42.342782
230604,2012-05-11 00:21:00,970 Commonwealth Ave Boston Ma,-71.119415,42.351742
230605,2012-05-11 00:21:00,170 Brookline Ave Boston Ma 02215,-71.101238,42.344673
230606,2012-05-11 00:21:00,1070 Boylston St Boston Ma 02215,-71.087912,42.347203
230607,2012-05-11 00:21:00,670 E Broadway Boston Ma 02127,-71.03815300000001,42.335657
230608,2012-05-11 00:22:00,120 Dartmouth St Boston Ma 02116,-71.07549,42.346567
230609,2012-05-11 00:22:00,Unnamed Road Boston Ma,-71.019362,42.36266
230610,2012-05-11 00:22:00,70 N073 Boston Ma,-71.114762,42.300616999999995
230611,2012-05-11 00:22:00,1310 Boylston St Boston Ma 02215,-71.098078,42.344552
230612,2012-05-11 00:22:00,120 Belvidere St Boston Ma 02115,-71.082208,42.345813
230614,2012-05-11 00:22:00,Unnamed Road Boston Ma,-71.01798199999999,42.36235
230615,2012-05-11 00:22:00,942 Boylston St Boston Ma 02199,-71.08586,42.347907
230616,2012-05-11 00:22:00,1310 Boylston St Boston Ma 02215,-71.097998,42.344392
230617,2012-05-11 00:23:00,7 New Sudbury St Boston Ma 02114,-71.06094499999999,42.360995
230618,2012-05-11 00:23:00,Unnamed Road Boston Ma,-71.017678,42.362288
230619,2012-05-11 00:23:00,320 Hanover St Boston Ma 02113,-71.053887,42.364402
230628,2012-05-11 00:23:00,281 Atlantic Ave Boston Ma 02110,-71.051302,42.357766999999996
230629,2012-05-11 00:23:00,198 State St Boston Ma 02109,-71.05354,42.359343
230630,2012-05-11 00:23:00,27 School St Boston Ma 02108,-71.05901800000001,42.357547
230632,2012-05-11 00:23:00,Unnamed Road Boston Ma,-71.079927,42.347297999999995
230634,2012-05-11 00:24:00,150 St James Ave Boston Ma 02116,-71.07674499999999,42.349432
230635,2012-05-11 00:24:00,Unnamed Road Boston Ma,-71.01933299999999,42.362665
230636,2012-05-11 00:24:00,1950 Dorchester Ave Boston Ma 02124,-71.064402,42.285447999999995
230637,2012-05-11 00:25:00,I-90 @ Unnamed Road Boston Ma,-71.078153,42.347705
230638,2012-05-11 00:25:00,80 Causeway St Boston Ma 02114,-71.0628,42.365193
230639,2012-05-11 00:25:00,170 Canal St Boston Ma 02114,-71.06067,42.365235
230640,2012-05-11 00:25:00,340 Chestnut Hill Ave Boston Ma 02135,-71.151875,42.33697
230641,2012-05-11 00:25:00,50 St James Ave Boston Ma 02116,-71.07284,42.350462
230642,2012-05-11 00:26:00,690 Boylston St Boston Ma 02116,-71.07937700000001,42.349555
230643,2012-05-11 00:26:00,Unnamed Road Boston Ma,-71.064348,42.28518
230649,2012-05-11 00:26:00,96 Huntington Ave Boston Ma,-71.079295,42.346988
230650,2012-05-11 00:26:00,Charles St @ Cambridge St Boston Ma,-71.07051700000001,42.361707
230651,2012-05-11 00:26:00,North St Boston Ma,-71.05630500000001,42.360525
230652,2012-05-11 00:26:00,942 Boylston St Boston Ma 02199,-71.08585500000001,42.347895
230655,2012-05-11 00:26:00,Harvard Ave Boston Ma,-71.13197199999999,42.352817
230656,2012-05-11 00:26:00,57 Brookline Ave Boston Ma 02215,-71.098455,42.347297
230657,2012-05-11 00:27:00,900 Boylston St Boston Ma 02199,-71.084282,42.348128
230658,2012-05-11 00:27:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.095202,42.348787
230659,2012-05-11 00:27:00,72 Kilmarnock St Boston Ma 02215,-71.09929,42.342566999999995
230660,2012-05-11 00:27:00,10 Blossom St Boston Ma 02114,-71.066757,42.361427
230661,2012-05-11 00:27:00,840 Beacon St Boston Ma,-71.10283299999999,42.347229999999996
230662,2012-05-11 00:27:00,220 Brighton Ave Boston Ma,-71.134677,42.353266999999995
230663,2012-05-11 00:27:00,60 Stuart St Boston Ma 02116,-71.06469799999999,42.351007
230664,2012-05-11 00:27:00,5 Symphony Rd Boston Ma 02115,-71.08668,42.342692
230665,2012-05-11 00:00:00,Commonwealth Ave @ Beacon St Boston Ma 02215,-71.09585200000001,42.348725
230666,2012-05-11 00:00:00,273 Dartmouth St Boston Ma 02116,-71.077727,42.350843
230667,2012-05-11 00:00:00,675 Commonwealth Ave Boston Ma,-71.104147,42.34997
230668,2012-05-11 00:00:00,840 Boylston St Boston Ma 02199,-71.08287299999999,42.348566999999996
230669,2012-05-11 00:00:00,40 Montgomery St Boston Ma 02116,-71.073398,42.343821999999996
230671,2012-05-11 00:00:00,Unnamed Road Boston Ma,-71.081038,42.348988
230672,2012-05-11 00:27:00,Commonwealth Ave Boston Ma,-71.118178,42.35127
230673,2012-05-11 00:27:00,Park St Boston Ma,-71.063073,42.357555
230674,2012-05-11 00:28:00,183 Tremont St Boston Ma 02111,-71.06470300000001,42.352553
230675,2012-05-11 00:28:00,710 Atlantic Ave Boston Ma 02111,-71.055468,42.351217
230676,2012-05-11 00:28:00,98 Congress St Boston Ma 02109,-71.057162,42.359437
230677,2012-05-11 00:28:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.09549200000001,42.348797
230678,2012-05-11 00:28:00,240 Ipswich St Boston Ma 02215,-71.09424,42.347390000000004
230679,2012-05-11 00:28:00,105 Causeway St Boston Ma 02114,-71.061712,42.365359999999995
230680,2012-05-11 00:28:00,Unnamed Road Boston Ma,-71.056285,42.362895
230681,2012-05-11 00:20:00,170 Ipswich St Boston Ma,-71.09486,42.346796999999995
230682,2012-05-11 00:28:00,North St Boston Ma,-71.05638,42.360572999999995
230683,2012-05-11 00:28:00,170 Lincoln St Boston Ma 02111,-71.058728,42.35051
230684,2012-05-11 00:29:00,40 Boates Ct Boston Ma 02110,-71.052263,42.356013
230685,2012-05-11 00:29:00,830 Boylston St Boston Ma 02199,-71.082755,42.348552000000005
230686,2012-05-11 00:29:00,630 Boylston St Boston Ma 02116,-71.07743,42.349996999999995
230687,2012-05-11 00:29:00,70 Tremont St Boston Ma 02108,-71.060333,42.357963
230688,2012-05-11 00:29:00,80 Causeway St Boston Ma 02114,-71.062627,42.365088
230689,2012-05-11 00:29:00,30 Yawkey Way Boston Ma 02215,-71.09846800000001,42.345753
230690,2012-05-11 00:30:00,Commonwealth Ave Boston Ma,-71.118698,42.351388
230691,2012-05-11 00:30:00,944 Boylston St Boston Ma 02199,-71.085987,42.347853
230692,2012-05-11 00:30:00,Commonwealth Ave Boston Ma,-71.118753,42.351457
230693,2012-05-11 00:30:00,66 Brookline Ave Boston Ma 02215,-71.098635,42.347125
230694,2012-05-11 00:30:00,140 Milton Pl Boston Ma 02110,-71.057002,42.354115
230695,2012-05-11 00:31:00,Charles St @ Cambridge St Boston Ma,-71.070575,42.36176
230697,2012-05-11 00:00:00,Commonwealth Ave @ Kenmore St Boston Ma 02215,-71.09557,42.348735
230698,2012-05-11 00:01:00,830 Boylston St Boston Ma 02199,-71.08268299999999,42.348557
230699,2012-05-11 00:01:00,950 Commonwealth Ave Boston Ma,-71.118592,42.351620000000004
230700,2012-05-11 00:28:00,123 Causeway St Boston Ma 02114,-71.060887,42.36553
230701,2012-05-11 00:31:00,271 Hanover St Boston Ma 02113,-71.05454300000001,42.363702
230702,2012-05-11 00:31:00,Unnamed Road Boston Ma,-71.120345,42.364805
230703,2012-05-11 00:31:00,Commonwealth Ave @ Kenmore St Boston Ma,-71.094812,42.349202000000005
230704,2012-05-11 00:31:00,Unnamed Road Boston Ma,-71.06434200000001,42.285315000000004
230705,2012-05-11 00:31:00,1853 Dorchester Ave Boston Ma 02124,-71.06369000000001,42.287592
230706,2012-05-11 00:01:00,830 Beacon St Boston Ma,-71.103173,42.347113
230707,2012-05-11 00:01:00,Massachusetts Ave @ Commonwealth Ave Boston Ma 02115,-71.08873299999999,42.349433000000005
230708,2012-05-11 00:01:00,Harvard Ave Boston Ma,-71.132003,42.352882
230709,2012-05-11 00:01:00,101 Tremont St Boston Ma 02108,-71.06106,42.357263
230711,2012-05-11 00:01:00,Commonwealth Ave Boston Ma,-71.122025,42.351738
230714,2012-05-11 00:01:00,6 Province St Boston Ma 02108,-71.05929499999999,42.357558000000004
230716,2012-05-11 00:31:00,Unnamed Road Boston Ma,-71.018235,42.369207
230717,2012-05-11 00:32:00,696 Commonwealth Ave Boston Ma,-71.106403,42.350133
230718,2012-05-11 00:32:00,1 Union St Boston Ma,-71.05670699999999,42.36039
230719,2012-05-11 00:32:00,131 Brookline Ave Boston Ma 02215,-71.10039300000001,42.345392
230720,2012-05-11 00:32:00,290 Cambridge St Boston Ma,-71.068492,42.36112
230722,2012-05-11 00:32:00,260 Northern Ave Boston Ma 02210,-71.038658,42.348859999999995
230723,2012-05-11 00:32:00,Unnamed Road Boston Ma,-71.08027299999999,42.349768
230724,2012-05-11 00:02:00,Berkeley St Boston Ma,-71.073998,42.35288
230725,2012-05-11 00:02:00,149 Dartmouth St Boston Ma 02116,-71.076143,42.34765
230726,2012-05-11 00:02:00,4 Custom House St Boston Ma 02110,-71.053147,42.357808
230727,2012-05-11 00:02:00,Brighton Ave @ Gardner St Boston Ma,-71.131865,42.353102
230728,2012-05-11 00:02:00,80 Gaffney St Boston Ma 02215,-71.117818,42.353287
230729,2012-05-11 00:02:00,105 Causeway St Boston Ma 02114,-71.06174,42.365372
230730,2012-05-11 00:02:00,91 Causeway St Boston Ma 02114,-71.062273,42.36505
230731,2012-05-11 00:03:00,542 Tremont St Boston Ma 02116,-71.07119499999999,42.344305
230732,2012-05-11 00:03:00,35 Kneeland St Boston Ma 02111,-71.06185699999999,42.350602
230733,2012-05-11 00:03:00,1120 Boylston St Boston Ma 02215,-71.08903199999999,42.346843
230735,2012-05-11 00:33:00,88 State St Boston Ma 02109,-71.05566800000001,42.359237
230736,2012-05-11 00:33:00,350 Cambridge St Boston Ma,-71.068885,42.361117
230737,2012-05-11 00:33:00,250 Dartmouth St Boston Ma 02116,-71.077425,42.349942
230738,2012-05-11 00:33:00,30 Central St Boston Ma 02109,-71.054728,42.358753
230739,2012-05-11 00:33:00,360 Congress St Boston Ma 02210,-71.048275,42.350246999999996
230740,2012-05-11 00:33:00,Unnamed Road Boston Ma,-71.021823,42.365072
230741,2012-05-11 00:33:00,Unnamed Road Boston Ma,-71.01864499999999,42.369188
230742,2012-05-11 00:34:00,Commonwealth Ave Boston Ma,-71.116312,42.351063
230743,2012-05-11 00:34:00,132 Brookline Ave Boston Ma 02215,-71.100525,42.345388
230744,2012-05-11 00:34:00,280 Friend St Boston Ma 02114,-71.061638,42.364907
230746,2012-05-11 00:34:00,North St Boston Ma,-71.05630500000001,42.36047
230747,2012-05-11 00:34:00,Unnamed Road Boston Ma,-71.051528,42.356747
230748,2012-05-11 00:34:00,90 School St Boston Ma 02108,-71.060118,42.358113
230749,2012-05-11 00:34:00,80 Cambridge Street Ave Boston Ma 02114,-71.070173,42.361553
230750,2012-05-11 00:34:00,10 Cambridge Street Ave Boston Ma 02114,-71.069213,42.361302
230751,2012-05-11 00:34:00,20 Lansdowne St Boston Ma 02215,-71.09519499999999,42.347187
230752,2012-05-11 00:35:00,270 Friend St Boston Ma 02114,-71.06137199999999,42.36489
230753,2012-05-11 00:35:00,1950 Dorchester Ave Boston Ma 02124,-71.064307,42.285396999999996
230754,2012-05-11 00:35:00,275 Hanover St Boston Ma 02113,-71.054497,42.363898
230755,2012-05-11 00:35:00,110 Boylston St Boston Ma 02116,-71.065552,42.352453000000004
230756,2012-05-11 00:35:00,380 Boylston St Boston Ma 02116,-71.0717,42.3515
230757,2012-05-11 00:35:00,1350 Boylston St Boston Ma 02215,-71.09976,42.344023
230758,2012-05-11 00:35:00,690 Boylston St Boston Ma 02116,-71.079417,42.349596999999996
230759,2012-05-11 00:35:00,135 State St Boston Ma 02109,-71.054468,42.359243
230760,2012-05-11 00:36:00,82 Beacon St Boston Ma,-71.07109200000001,42.355832
230761,2012-05-11 00:36:00,305 Franklin St Boston Ma 02110,-71.052667,42.357317
230763,2012-05-11 00:36:00,North St Boston Ma,-71.05660300000001,42.360395000000004
230764,2012-05-11 00:36:00,541 Commonwealth Ave Boston Ma,-71.096952,42.348987
230765,2012-05-11 00:36:00,139 State St Boston Ma 02109,-71.054367,42.359235
230766,2012-05-11 00:36:00,41 Fairfield St Boston Ma 02116,-71.082317,42.349717
230767,2012-05-11 00:37:00,Unnamed Road Boston Ma,-71.058527,42.363823
230768,2012-05-11 00:37:00,40 St James Ave Boston Ma 02116,-71.07254499999999,42.350475
230769,2012-05-11 00:37:00,I-90 @ Boylston St Boston Ma,-71.08332,42.348105
230770,2012-05-11 00:37:00,Harcourt St Boston Ma,-71.07901700000001,42.346633000000004
230771,2012-05-11 00:37:00,59 Brookline Ave Boston Ma 02215,-71.098617,42.347285
230772,2012-05-11 00:37:00,Commonwealth Ave @ W Charlesgate Boston Ma 02215,-71.093357,42.34887
230773,2012-05-11 00:37:00,54 Brookline Ave Boston Ma 02215,-71.098323,42.347359999999995
230774,2012-05-11 00:38:00,628 Beacon St Boston Ma 02215,-71.09541800000001,42.349247
230775,2012-05-11 00:38:00,10 Union St Boston Ma,-71.05676,42.360533000000004
230776,2012-05-11 00:04:00,545 Tremont St Boston Ma 02116,-71.071382,42.34422
230777,2012-05-11 00:04:00,600 Beacon St Boston Ma 02215,-71.094325,42.349587
